instant,dteday,yr,holiday,workingday,temp,atemp,hum,windspeed,casual,registered,cnt,isDaylight,isNoon,relative_temp,relative_atemp,relative_hum,relative_windspeed,Wday_RushHour_High,Wday_RushHour_Med,Wday_RushHour_Low,Wend_RushHour_High,Wend_RushHour_Med,Wend_RushHour_Low,season_fall,season_spring,season_summer,season_winter,weathersit_Acceptable,weathersit_Bad,weathersit_Chaos,weathersit_Good,mnth_1,mnth_2,mnth_3,mnth_4,mnth_5,mnth_6,mnth_7,mnth_8,mnth_9,mnth_10,mnth_11,mnth_12,weekday_1,weekday_2,weekday_3,weekday_4,weekday_5,hr_0,hr_1,hr_4,hr_5,hr_6,hr_7,hr_8,hr_9,hr_10,hr_11,hr_12,hr_13,hr_14,hr_15,hr_16,hr_17,hr_18,hr_19,hr_20,hr_21,hr_22,hr_23,hr_2,hr_3
58,2011-01-03,0,0,1,0.22,0.2121,0.35,0.2985,13,48,61,True,True,-0.9784386819177684,-1.0406254181714987,-1.9992316561862455,0.6084148435265266,False,False,False,False,False,False,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
59,2011-01-03,0,0,1,0.24,0.2121,0.35,0.2836,8,53,61,True,True,-0.7689889868908336,-1.0221078807336474,-1.9161630647073267,0.4764888176351434,False,False,False,False,False,False,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
60,2011-01-03,0,0,1,0.26,0.2424,0.3,0.2836,11,66,77,True,False,-0.5649184420488198,-0.7176023894230517,-2.1147588259953647,0.47158137710898895,False,False,False,False,True,False,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
61,2011-01-03,0,0,1,0.26,0.2424,0.3,0.2537,14,58,72,True,False,-0.5587619139724097,-0.7086129162308307,-2.022103743753038,0.2130025751584987,False,False,False,False,False,False,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
62,2011-01-03,0,0,1,0.26,0.2424,0.3,0.2537,9,67,76,True,False,-0.5528031449473956,-0.6999546177467667,-1.940683989471794,0.21119892599112675,False,False,False,False,False,False,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
63,2011-01-03,0,0,1,0.24,0.2273,0.3,0.2239,11,146,157,True,False,-0.7442176011539292,-0.8364356993612423,-1.8683979982774,-0.047591861106996945,False,False,False,True,False,False,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
64,2011-01-03,0,0,1,0.24,0.2576,0.32,0.1045,9,148,157,True,False,-0.7351065501140831,-0.5338863767694509,-1.7045456393139387,-1.085459987528384,False,False,False,True,False,False,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
65,2011-01-03,0,0,1,0.2,0.2576,0.47,0.0,8,102,110,True,False,-1.1236289260924435,-0.5285710361241339,-0.9210837287100055,-1.974675856668531,False,False,False,True,False,False,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
66,2011-01-03,0,0,1,0.2,0.2273,0.47,0.1045,3,49,52,False,False,-1.104246951402235,-0.8181116364349301,-0.9080821033168438,-1.0145073195840904,False,False,False,False,False,False,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
67,2011-01-03,0,0,1,0.18,0.19699999999999998,0.64,0.1343,3,49,52,False,False,-1.2838100101767012,-1.103312221821716,-0.06307173260136921,-0.7458166498753259,False,False,False,False,False,False,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
68,2011-01-03,0,0,1,0.14,0.1515,0.69,0.1343,0,20,20,False,False,-1.6528005895506843,-1.5282419237353881,0.18413111194108978,-0.7372141292216984,False,False,False,False,True,False,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
69,2011-01-03,0,0,1,0.18,0.2121,0.55,0.1045,1,11,12,False,False,-1.2191167282443178,-0.9069420465018784,-0.5131516412904261,-0.9838755220531726,False,False,False,False,False,False,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
70,2011-01-04,0,0,1,0.16,0.1818,0.55,0.1045,0,5,5,False,False,-1.391303236872535,-1.1876598442518373,-0.5084908665272247,-0.9699447107026503,False,False,False,False,False,False,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,2011-01-04,0,0,1,0.16,0.1818,0.59,0.1045,0,2,2,False,False,-1.362491277873292,-1.167395511542596,-0.3029474296633975,-0.9565920677875768,False,False,True,False,False,True,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,2011-01-04,0,0,1,0.14,0.1515,0.63,0.1343,0,1,1,False,False,-1.5269482871853943,-1.4392156266624117,-0.09831357748434458,-0.6884077591355873,False,False,True,False,False,True,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
73,2011-01-04,0,0,1,0.14,0.1818,0.63,0.0896,0,2,2,False,False,-1.4921505575121916,-1.1199568316488742,-0.09763149537507444,-1.0659088167925508,False,False,True,False,False,True,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,2011-01-04,0,0,1,0.12,0.1515,0.68,0.1045,0,4,4,False,False,-1.6478938916069326,-1.3912888498383027,0.15949779040316964,-0.9223680679092593,False,False,True,False,False,False,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,2011-01-04,0,0,1,0.12,0.1515,0.74,0.1045,0,36,36,False,False,-1.6072483237963975,-1.3640166269625522,0.4682329608028644,-0.9109070205886017,False,False,True,False,False,False,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,2011-01-04,0,0,1,0.12,0.1515,0.74,0.1343,2,92,94,True,False,-1.5694789718254627,-1.3382938085356406,0.46445576023439217,-0.6431477320489735,False,False,False,True,False,False,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,2011-01-04,0,0,1,0.14,0.1515,0.69,0.1642,2,177,179,True,False,-1.3517830232198087,-1.3139789127148294,0.1998266832764035,-0.378603536845596,False,False,False,True,False,False,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,2011-01-04,0,0,1,0.16,0.1515,0.64,0.2239,2,98,100,True,False,-1.1457075545763318,-1.2909479096005263,-0.06411701515017336,0.1434625130724397,False,False,False,True,False,False,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,2011-01-04,0,0,1,0.16,0.1364,0.69,0.3284,5,37,42,True,False,-1.1288526733905542,-1.4092147302454714,0.20061354288192762,1.0573246620174312,False,False,False,False,False,False,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,2011-01-04,0,0,1,0.22,0.2121,0.51,0.2985,7,50,57,True,True,-0.5700990148455318,-0.6847007979254764,-0.7581660723291156,0.7816766913987004,False,False,False,False,False,False,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,2011-01-04,0,0,1,0.22,0.2273,0.51,0.1642,12,66,78,True,True,-0.5654080227370295,-0.5377826784360128,-0.7507462436505506,-0.40398891367483614,False,False,False,False,False,False,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
82,2011-01-04,0,0,1,0.24,0.2273,0.56,0.19399999999999998,18,79,97,True,True,-0.378392198652626,-0.5335308103321523,-0.47610388814658827,-0.13837639605862778,False,False,False,False,False,False,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
83,2011-01-04,0,0,1,0.26,0.2576,0.52,0.2239,9,54,63,True,False,-0.19236075072112305,-0.24644659753559864,-0.6875490929947472,0.12770188500957033,False,False,False,False,True,False,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
84,2011-01-04,0,0,1,0.28,0.2727,0.52,0.2537,17,48,65,True,False,-0.006668704336430039,-0.10307076782425437,-0.6814836838527916,0.3928664688302899,False,False,False,False,False,False,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
85,2011-01-04,0,0,1,0.3,0.2879,0.49,0.2537,15,68,83,True,False,0.178992995883478,0.041155733756901874,-0.8378694928944574,0.39018665007323533,False,False,False,False,False,False,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
86,2011-01-04,0,0,1,0.28,0.2727,0.48,0.2239,10,202,212,True,False,-0.008785958519003262,-0.10355770131245426,-0.8837221884208822,0.11889136348563108,False,False,False,True,False,False,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
87,2011-01-04,0,0,1,0.26,0.2576,0.48,0.19399999999999998,3,179,182,True,False,-0.19654489301829045,-0.24731978926836853,-0.8746207554887236,-0.15295206800390146,False,False,False,True,False,False,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
88,2011-01-04,0,0,1,0.24,0.2576,0.48,0.1045,2,110,112,True,False,-0.3842500666194177,-0.24582351159516322,-0.8657958869248279,-0.9683413005374774,False,False,False,True,False,False,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
89,2011-01-04,0,0,1,0.24,0.2576,0.48,0.1045,1,53,54,False,False,-0.38176198026199615,-0.2443540850844016,-0.8572338298931839,-0.9577391548538786,False,False,False,False,False,False,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
90,2011-01-04,0,0,1,0.22,0.2727,0.64,0.0,0,48,48,False,False,-0.5700540565640277,-0.09617285851049195,0.023274911472976202,-1.9014715820426895,False,False,False,False,False,False,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
91,2011-01-04,0,0,1,0.22,0.2576,0.64,0.0896,1,34,35,False,False,-0.565881751899769,-0.243199711251722,0.02314663590991521,-1.0473300173398365,False,False,False,False,True,False,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
92,2011-01-04,0,0,1,0.2,0.2273,0.69,0.0896,2,9,11,False,False,-0.7539947092812662,-0.5394566465280661,0.2986601498871684,-1.035332987951164,False,False,False,False,False,False,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
93,2011-01-05,0,0,1,0.2,0.2576,0.64,0.0,0,6,6,False,False,-0.7475990988450041,-0.23686021464276139,0.019873965763231888,-1.8294784775517143,False,False,False,False,False,False,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,2011-01-05,0,0,1,0.16,0.19699999999999998,0.74,0.0896,0,6,6,False,False,-1.1276209474855652,-0.8362831952755025,0.5768648121907946,-0.9916904583237538,False,False,True,False,False,True,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,2011-01-05,0,0,1,0.16,0.19699999999999998,0.74,0.0896,0,2,2,False,False,-1.1140806999538382,-0.8287603742985645,0.5727973553686032,-0.9812830792238342,False,False,True,False,False,True,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
96,2011-01-05,0,0,1,0.24,0.2273,0.48,0.2239,0,2,2,False,False,-0.3305082911168696,-0.5200459566938842,-0.8901392994040347,0.22209441263469226,False,False,True,False,False,True,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,2011-01-05,0,0,1,0.22,0.2273,0.47,0.1642,0,3,3,False,False,-0.5221498956115294,-0.5166240305049258,-0.9380471924852926,-0.3122369365171972,False,False,True,False,False,False,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,2011-01-05,0,0,1,0.2,0.19699999999999998,0.47,0.2239,0,33,33,False,False,-0.7130218686902564,-0.8169954109909248,-0.929001658377403,0.22517058954032662,False,False,True,False,False,False,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,2011-01-05,0,0,1,0.18,0.1818,0.43,0.19399999999999998,1,87,88,True,False,-0.9023382041824847,-0.9627085333664058,-1.1452441430433205,-0.045626178819957355,False,False,False,True,False,False,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,2011-01-05,0,0,1,0.2,0.1818,0.4,0.2985,3,192,195,True,False,-0.6991382098293298,-0.9533858495054254,-1.3004708709493245,0.9016791397583119,False,False,False,True,False,False,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,2011-01-05,0,0,1,0.22,0.19699999999999998,0.37,0.3284,6,109,115,True,False,-0.4984768849841049,-0.7915564731721468,-1.4510493430251807,1.1647922814135359,False,False,False,True,False,False,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,2011-01-05,0,0,1,0.22,0.19699999999999998,0.37,0.3284,4,53,57,True,False,-0.49541266270139633,-0.7852111931625795,-1.428953510868401,1.1512851509064157,False,False,False,False,False,False,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,2011-01-05,0,0,1,0.26,0.2273,0.33,0.3284,12,34,46,True,True,-0.09848087535963364,-0.47330535848387684,-1.6294444714865113,1.138238721638317,False,False,False,False,False,False,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,2011-01-05,0,0,1,0.26,0.2273,0.33,0.3284,5,74,79,True,True,-0.09800169749769214,-0.470508348703037,-1.6008892604800307,1.125627360940418,False,False,False,False,False,False,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
105,2011-01-05,0,0,1,0.28,0.2576,0.3,0.2985,6,65,71,True,True,0.10135413103122455,-0.15970662460001564,-1.7374621233925889,0.843768380860351,False,False,False,False,False,False,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
106,2011-01-05,0,0,1,0.3,0.2879,0.28,0.19399999999999998,10,52,62,True,False,0.3007068488584641,0.15057549778841184,-1.8127694898223015,-0.10687283279761152,False,False,False,False,True,False,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
107,2011-01-05,0,0,1,0.3,0.2879,0.28,0.19399999999999998,7,55,62,True,False,0.2991698285399552,0.14985417007204074,-1.7766898678920595,-0.10636655972155706,False,False,False,False,False,False,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
108,2011-01-05,0,0,1,0.3,0.3182,0.28,0.0896,4,85,89,True,False,0.2976561587943639,0.4615458023968086,-1.742686699655312,-1.0576772415441058,False,False,False,False,False,False,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
109,2011-01-05,0,0,1,0.24,0.2273,0.38,0.19399999999999998,4,186,190,True,False,-0.31116096290593787,-0.48171505195151476,-1.1860327533095314,-0.0960255122938459,False,False,False,True,False,False,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
110,2011-01-05,0,0,1,0.24,0.2424,0.38,0.1343,3,166,169,True,False,-0.30960484830517254,-0.3221833598532568,-1.1730152553537125,-0.64210363362173,False,False,False,True,False,False,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
111,2011-01-05,0,0,1,0.24,0.2576,0.38,0.1045,5,127,132,True,False,-0.30807186976613005,-0.16206108059302557,-1.1604184066692964,-0.9115448645117292,False,False,False,True,False,False,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
112,2011-01-05,0,0,1,0.22,0.2273,0.47,0.1642,7,82,89,False,False,-0.5115513505108521,-0.4787129378636357,-0.6784936424914332,-0.3556098597433236,False,False,False,False,False,False,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
113,2011-01-05,0,0,1,0.2,0.19699999999999998,0.51,0.19399999999999998,3,40,43,False,False,-0.7143611088064512,-0.7946060274670786,-0.46480826679862974,-0.07898152018426098,False,False,False,False,False,False,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
114,2011-01-05,0,0,1,0.18,0.19699999999999998,0.55,0.1343,1,41,42,False,False,-0.9157391640251913,-0.788893053062994,-0.2523011262176255,-0.6317140257213235,False,False,False,False,True,False,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
115,2011-01-05,0,0,1,0.2,0.2576,0.47,0.0,1,18,19,False,False,-0.7020983692470749,-0.14413687391980773,-0.672920649674024,-1.8753976301451079,False,False,False,False,False,False,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
